time_s,fuel_power_engine1_kw,fuel_power_engine2_kw,fuel_power_engine3_kw,battery_power_kw,electric_load_kw,propeller_power_kw
3878.67,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3888.69,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3898.71,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3908.74,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3918.76,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3928.78,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3938.8,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3948.83,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3958.85,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3968.87,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3978.89,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3988.92,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3998.94,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4008.96,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4018.98,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4029.0,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4039.03,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4049.05,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4059.07,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4069.09,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4079.12,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4089.14,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4099.16,7110.0,7110.0,2680.0,0.73,100.0,3170.0
4109.18,7110.0,7110.0,2680.0,0.73,100.0,3170.0
4119.21,7110.0,7110.0,2680.0,0.73,100.0,3180.0
4129.23,7110.0,7110.0,2680.0,0.73,100.0,3180.0
4139.25,7110.0,7110.0,2680.0,0.73,100.0,3190.0
4149.27,7110.0,7110.0,2680.0,0.73,100.0,3190.0
4159.3,7110.0,7110.0,2680.0,0.73,100.0,3200.0
4169.32,7110.0,7110.0,2680.0,0.73,100.0,3200.0
4179.34,7110.0,7110.0,2680.0,0.73,100.0,3200.0
4189.36,7110.0,7110.0,2680.0,0.73,100.0,3200.0
4199.39,7110.0,7110.0,2680.0,0.73,100.0,3200.0
4209.41,7110.0,7110.0,2680.0,0.73,100.0,3200.0
4219.43,7110.0,7110.0,2680.0,0.73,100.0,3200.0
4229.45,7110.0,7110.0,2680.0,0.73,100.0,3200.0
